Имя пользователя,Ссылка,Время,Текст,Хэштеги
Крым 24,@crimea24news,25 мар. 2020 г.,В Крыму зафиксировано 6 новых случаев коронавируса https://24crimean.ru/news/incident/74767-v-krymu-zafiksirovano-6-novyh-sluchaev-koronavirusa.html…,
«КарауловLIFE» - портал Андрея Караулова,@karaulov_life,25 мар. 2020 г.,"В России остановят работу ночных клубов, а также запретят курить кальян",
BelarusEmbPoland,@BelarusEmbPol,25 мар. 2020 г.,Заявление Странового офиса ВОЗ в отношении COVID-19 http://minzdrav.gov.by/ru/sobytiya/zayavlenie-stranovogo-ofisa-voz-v-otnoshenii-covid-19/…,
Yevgeniy Mudzhyri™,@mudzhyri,25 мар. 2020 г.,"Экоактивисты: Многоразовые экосумки полезнее для природы, чем полиэтиленовые пакеты.",
Слава українському Криму,@nvAiOL22V3rq6oG,25 мар. 2020 г.,"Официально заразившийся—один человек, который госпитализирован вместе с 37-мью контактными лицами в Евпатории.Тем временем число заразившихся Covid-19 в россии достигло 438 человек—и это только официально. Из россии вата продолжает шастать в Крым и обратно",
StuG 40 Ausf. F/8,@StuG_40_Ausf_F8,25 мар. 2020 г.,В ответ ,
КПРФ Рязань RZN-News,@kprfrzn,25 мар. 2020 г.,Денис #Сидоров: Первыми «жертвами» коронавируса в Рязани могут стать школьники и студенты - https://is.gd/3sr3BJ,
RT на русском,@RT_russian,25 мар. 2020 г.,,
Новости Воронежа - novostivoronezha.ru,@novostivrn,25 мар. 2020 г.,В каком случае пациенту с коронавирусом COVID-19 все-таки разрешат лечение на дому и что ему пропишут ,
Новини України/Новости Украины,@InfoProstirUA,25 мар. 2020 г.,"Водителям подсказали, как не заразиться коронавирусом от машины",
Меморандум Профита,@MemorndmProfita,25 мар. 2020 г.,"Деловые новости:  Альфа-Банк запускает на фоне COVID-19 программу ""Кредитный карантин""",
Dr. Elena Mikhailova,@ElenaMikhailova,25 мар. 2020 г.,"К кассам длинные очереди, потому что часть просто закрыли из- за #COVID19",#covid #covid19
Misha Komadovsky,@komadovsky,25 мар. 2020 г.,"Дональд Трамп заявил, что демократы и республиканцы близки к соглашению о пакете финансовой помощи во время пандемии коронавируса. ",
Актуальные новости,@peopleglobnews,25 мар. 2020 г.,Пандемия коронавируса COVID-19 набирает обороты. Об этом сообщил генеральный директор Всемирной ... https://tricolor-center.ru/novosti/politika/31116-pandemiya-nabiraet-oboroty-v-voz-sdelali-neuteshitelnoe-zayavlenie.html…,
POLTAVSKY Alexsander (Sasha),@vasnas3,25 мар. 2020 г.,22:48,
Jenkers News (RUS),@jenkers_ru,25 мар. 2020 г.,В Подмосковье закрыли кинотеатры и ночные клубы из-за #коронавирус'а http://jenke.rs/n6IDo1,#коронавирус
osnovnoe_pl,@osnovnoe_pl,25 мар. 2020 г.,"С  25 марта по 11 апреля 2020 разрешено выходить из дома, если требуется:",
Jenkers News (RUS),@jenkers_ru,25 мар. 2020 г.,В ВС РФ провели 3214 тестирований военнослужащих на #коронавирус http://jenke.rs/Yo64Sv,#коронавирус
Галина Анкина,@Bbuller5,25 мар. 2020 г.,"Власти рассказали о состоянии четырех воронежцев, заболевших COVID-19",
IT-издание Igate,@igate_com_ua,25 мар. 2020 г.,"Пандемия COVID-19 быстро меняет то, как мы живем и работаем. Окажут ли эти изменения долгосрочное воздействие на дизайн и архитектуру городов? Канадский профессор архитектуры делится прогнозами.",
ИА REGNUM,@IA_REGNUM,25 мар. 2020 г.,Китайский эксперт поведал о трех линиях обороны против заморского COVID-19 https://regnum.ru/news/2894379,
RuNews24.ru Новости,@runews24ru,25 мар. 2020 г.,В Исландии у пациента выявили сразу два штамма коронавируса,
vecherka.news,@Vecherka_News,25 мар. 2020 г.,COVID-19 выявили у депутата Рудыка - нардеп,
ООН,@UnitedNationsRU,25 мар. 2020 г.,Глава ВОЗ:,
Best Invest Blogs,@uptrustman,25 мар. 2020 г.,Betting in face of COVID-19: онлайн-конференция о ведении букмекерского бизнеса в условиях… https://goo.gl/fb/N7iRMi,
Диалог.UA,@Dialog_UA,25 мар. 2020 г.,"Первая смерть в Днепре от COVID-19 - врачи рассказали, почему не смогли спасти 45-летнего пациента   https://dialog.ua/ukraine/203808_1585084893…",
IBTimes.ru,@IbtimesRUS,25 мар. 2020 г.,В Подмосковье приостановлена работа досуговых заведений из-за COVID-19,
Слава українському Криму,@nvAiOL22V3rq6oG,25 мар. 2020 г.,Какая дурная и завистливая балалайка:“Ездить в Европу крымчанам—по украинскому безвизу.Лечиться от Covid-19 в Крыму—исключительно по ОМС за счет бюджета рф.Пусть россияне платят за лечение граждан Украины в Крыму”.,
Сергей Марченко,@semarchello,25 мар. 2020 г.,#пандемия #Кемерово MUSOROVIRUS (MOVID-19) подменили постановление в дел... https://youtu.be/dKaJJLyan5s с помощью ,#пандемия
Коммерсантъ Политика,@kmrspolitics,25 мар. 2020 г.,"Правительству нужно сделать «еще более серьезные шаги» по поддержке экономики России в связи с пандемией коронавируса COVID-19, так как удар по ней будет измеряться триллионами рублей, считает председатель правления «Роснано» Анатолий Чубайс. «В мое…",
